"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","gene_name","go","ontology"
"ENSBTAG00000050938",2.64145487686451,-2.64395322100337,1.54108691468577,-1.0667491919744,0.286085107233097,1,NA,NA,NA,NA
"ENSBTAG00000013909",1.42562627455006,2.9146964475571,1.81111627650756,1.05719134237437,0.290424270240465,1,"KCMF1","potassium channel modulatory factor 1","GO:0008270","BP"
"ENSBTAG00000031214",3.08586199716452,-2.33230990784176,1.26395358335651,-1.05408135661416,0.291845670934561,1,"RASD1","ras related dexamethasone induced 1",NA,NA
"ENSBTAG00000025764",1.56144794785975,-2.85485271178278,1.76349645621526,-1.05180404828461,0.292889461322917,1,"SHPK","sedoheptulokinase",NA,NA
"ENSBTAG00000000983",0.905141427597831,-3.22087032549322,2.12128744542161,-1.04694454789074,0.295125154153157,1,"TLR3","toll like receptor 3","GO:0002756","BP"
"ENSBTAG00000042521",0.905141427597831,-3.22087032549322,2.12128744542161,-1.04694454789074,0.295125154153157,1,"CTDSPL","CTD small phosphatase like",NA,NA
"ENSBTAG00000002469",0.901042412936327,-3.21552713848035,2.12338885834969,-1.04339208985126,0.296766735573506,1,"COL18A1","collagen type XVIII alpha 1 chain",NA,NA
"ENSBTAG00000011646",0.983731515868636,-3.31719513915121,2.24517663174536,-1.03207698957292,0.302036052356997,1,"MIRLET7D","microRNA let-7d",NA,NA
"ENSBTAG00000043547",109.658251265519,-1.79151091679167,0.768837814600508,-1.02949009760003,0.303249430656809,1,"RNF167","ring finger protein 167",NA,NA
"ENSBTAG00000001901",0.901869684863235,3.37446526279114,2.31157554953536,1.02720642778404,0.30432327204569,1,"ANP32A","acidic nuclear phosphoprotein 32 family member A","GO:0005634","BP"
"ENSBTAG00000051662",0.901869684863235,3.37446526279114,2.31157554953536,1.02720642778404,0.30432327204569,1,NA,NA,NA,NA
"ENSBTAG00000053034",1.393806157461,2.88989659960365,1.84652069750822,1.02349061245507,0.306075936204159,1,NA,NA,NA,NA
"ENSBTAG00000039914",2.28705431402646,-2.5212439120955,1.48687034396399,-1.02311806693237,0.306252025635883,1,"SYNPR","synaptoporin",NA,NA
"ENSBTAG00000043226",3.59658422509359,-2.16102306538797,1.13785621354448,-1.02036008730077,0.307557715698415,1,"SSPN","sarcospan",NA,NA
"ENSBTAG00000039324",1.358632070488,2.85684282022533,1.82299260113855,1.01856848956251,0.308407870138192,1,"HRH3","histamine receptor H3",NA,NA
"ENSBTAG00000009002",1.358632070488,2.85684282022533,1.82299260113855,1.01856848956251,0.308407870138192,1,"ARHGEF10","Rho guanine nucleotide exchange factor 10",NA,NA
"ENSBTAG00000030507",8.33506021467895,1.96168286816224,0.947124507883871,1.01537111557898,0.309928956383991,1,"CDS2","CDP-diacylglycerol synthase 2","GO:0004605","BP"
"ENSBTAG00000051928",1.50288995776677,2.94491598749008,1.93616794158189,1.00451822681303,0.315128890295894,1,NA,NA,NA,NA
"ENSBTAG00000049928",16.8187902259005,-1.70869018676147,0.70804146738762,-1.00091621663947,0.316867315777782,1,"C19H17orf97","chromosome 19 C17orf97 homolog",NA,NA
"ENSBTAG00000043551",30.4543416037724,-1.42631276131889,0.427775127958857,-0.996581459406147,0.318967709117452,1,"RAB40B","RAB40B, member RAS oncogene family",NA,NA
"ENSBTAG00000049161",2.34647109591505,2.73056847739601,1.76421266947293,0.980929627896294,0.326627445711816,1,"GFAP","glial fibrillary acidic protein","GO:0005515","BP"
"ENSBTAG00000045478",2.2775665280655,-2.45818182179788,1.49164183412817,-0.977568333386248,0.328287865600878,1,"DBNL","drebrin like","GO:0000139","BP"
"ENSBTAG00000051207",0.834875480801181,3.28324765785126,2.3589238196499,0.967919200625194,0.333084724283822,1,"SLC41A1","solute carrier family 41 member 1",NA,NA
"ENSBTAG00000052438",2.77758382894392,2.26249289700164,1.31122634945343,0.962833684304699,0.335630993660689,1,"SLC1A5","solute carrier family 1 member 5","GO:0005886","BP"
"ENSBTAG00000049598",1.42277192821195,-2.74137211400381,1.82580934788744,-0.953753531834348,0.340208415999168,1,"GDF1","growth differentiation factor 1",NA,NA
"ENSBTAG00000052512",1.42431349294032,-2.69851293335182,1.79024619027218,-0.948759417884075,0.342742986302448,1,"ZFYVE28","zinc finger FYVE-type containing 28",NA,NA
"ENSBTAG00000052130",1.50956004580577,-2.81951810873137,1.92548436348333,-0.944966442334402,0.344676008527095,1,NA,NA,NA,NA
"ENSBTAG00000053118",0.846597060949197,-3.0886697755316,2.21070870348982,-0.944796468315535,0.344762795259724,1,"HES2","hes family bHLH transcription factor 2",NA,NA
"ENSBTAG00000005099",2.0522962000495,2.5064668479349,1.59669508923374,0.943490625162413,0.345430008254001,1,"EIF4A3","eukaryotic translation initiation factor 4A3","GO:0000184","BP"
"ENSBTAG00000048376",1.37732836208429,-2.70216975331224,1.81338484687683,-0.938669889209601,0.347900257648784,1,"LOC786974","beta-hexosaminidase subunit beta",NA,NA
"ENSBTAG00000008892",2.14172182978402,-2.40957864744559,1.5044720514108,-0.936925778131789,0.348796738145155,1,NA,NA,NA,NA
"ENSBTAG00000052042",2.11929040411155,2.56273149854316,1.68356593683489,0.92822708297431,0.353289788644738,1,"LEXM","lymphocyte expansion molecule",NA,NA
"ENSBTAG00000047474",2.15763188832854,-2.39151939660196,1.49995724462141,-0.927706040683303,0.353560074166178,1,"ZNF609","zinc finger protein 609",NA,NA
"ENSBTAG00000010813",4.55267124671792,1.96462005208918,1.04292940381419,0.924914043617317,0.355010620965301,1,"LMO4","LIM domain only 4","GO:0001843","BP"
"ENSBTAG00000001530",1.3308924261423,2.73461380558713,1.87566117550294,0.924801253148514,0.355069298659115,1,"SPP1","secreted phosphoprotein 1","GO:0005125","BP"
"ENSBTAG00000040042",1.34680248468683,2.75045922137115,1.9020656130033,0.920293816051501,0.357419239762181,1,"NDRG3","NDRG family member 3",NA,NA
"ENSBTAG00000045337",0.805252509483042,-3.03115291943194,2.21108310351579,-0.918623509085777,0.35829253109403,1,"LRAT","lecithin retinol acyltransferase","GO:0005771","BP"
"ENSBTAG00000044769",0.801153494821538,-3.02505687460949,2.21370347558753,-0.914782353165896,0.360305900740295,1,"CYSTM1","cysteine rich transmembrane module containing 1","GO:0016021","CC"
"ENSBTAG00000015378",0.801153494821538,-3.02505687460949,2.21370347558753,-0.914782353165896,0.360305900740295,1,"PLPP3","phospholipid phosphatase 3","GO:0000139","BP"
"ENSBTAG00000050781",0.745782211783291,3.08980319572062,2.29731759534104,0.909671000630796,0.362996042155091,1,"LOC619131","40S ribosomal protein S15a",NA,NA
"ENSBTAG00000034366",0.745782211783291,3.08980319572062,2.29731759534104,0.909671000630796,0.362996042155091,1,"ZDHHC21","zinc finger DHHC-type palmitoyltransferase 21","GO:0001942","BP"
"ENSBTAG00000049120",0.745782211783291,3.08980319572062,2.29731759534104,0.909671000630796,0.362996042155091,1,"FAM72A","family with sequence similarity 72 member A","GO:0005739","CC"
"ENSBTAG00000035206",16.6341336005329,1.66984839451679,0.739804454936261,0.905439795674793,0.365232441030964,1,"MAP1A","microtubule associated protein 1A",NA,NA
"ENSBTAG00000019190",0.812776415845345,3.19765895796099,2.43494920468736,0.902548173789589,0.366765743019125,1,NA,NA,NA,NA
"ENSBTAG00000043446",2.81803742325197,-2.11670547782441,1.250794562216,-0.89279687612806,0.371965959556923,1,"PRL","prolactin","GO:0001825","BP"
"ENSBTAG00000032801",4.20895209554008,-1.96135953404616,1.08177538327356,-0.888686828070528,0.374171412049024,1,"LOC112445692","zinc finger protein OZF",NA,NA
"ENSBTAG00000043566",134.824523530143,-1.19500987272614,0.219898743922764,-0.886816674108137,0.375177608961934,1,"SEC61A1","SEC61 translocon subunit alpha 1","GO:0005789","BP"
"ENSBTAG00000032074",1.25772775758709,2.70735352216416,1.92619091523781,0.886388523929555,0.375408201115249,1,"MSH3","mutS homolog 3",NA,NA
"ENSBTAG00000028938",13.0008845071304,1.61596935231034,0.702008620686956,0.877438444712513,0.380248539304149,1,NA,NA,NA,NA
"ENSBTAG00000051742",0.759808943355383,-2.9659589170349,2.24192962728905,-0.876904829261809,0.380538332935615,1,"KRT222","keratin 222","GO:0005198","CC"
"ENSBTAG00000054455",4.12959489914895,-1.91670647140316,1.04560214430945,-0.876725890810587,0.380635540444272,1,NA,NA,NA,NA
"ENSBTAG00000052686",7.71559814440125,-1.64041711746774,0.730539229988744,-0.876636176646671,0.380684283000334,1,NA,NA,NA,NA
"ENSBTAG00000048624",8.07766388785335,1.71887200537925,0.820257435945402,0.876398035393248,0.380813685995405,1,"MAPK11","mitogen-activated protein kinase 11",NA,NA
"ENSBTAG00000043166",0.780956298756287,3.15172091277025,2.46135068542786,0.874203308577386,0.382007544554875,1,NA,NA,NA,NA
"ENSBTAG00000048755",6.39621717960529,1.95160776430314,1.09155166362607,0.871793609055536,0.38332098172525,1,NA,NA,NA,NA
"ENSBTAG00000010148",7.15648951430225,1.79168140623869,0.909042673026625,0.87089575630461,0.383811074123722,1,"BSDC1","BSD domain containing 1",NA,NA
"ENSBTAG00000026779",0.763907958016888,-2.97213631481465,2.26459948247759,-0.870854351983262,0.383833683896196,1,"LRRK2","leucine rich repeat kinase 2",NA,NA
"ENSBTAG00000055270",0.763907958016888,-2.97213631481465,2.26459948247759,-0.870854351983262,0.383833683896196,1,NA,NA,NA,NA
"ENSBTAG00000004694",0.763907958016888,-2.97213631481465,2.26459948247759,-0.870854351983262,0.383833683896196,1,"NEURL2","neuralized E3 ubiquitin protein ligase 2",NA,NA
"ENSBTAG00000015915",2.09754314842103,2.37176004880177,1.58009632850923,0.868149633697318,0.385312422569165,1,"HSPA4","heat shock protein family A (Hsp70) member 4",NA,NA
"ENSBTAG00000012822",1.20664361206956,2.65418736452815,1.90807500618038,0.866940429055533,0.385974650327886,1,"MTMR2","myotubularin related protein 2","GO:0004438","BP"
"ENSBTAG00000017158",1.36986814095319,-2.60143072334867,1.8607776056299,-0.860624460711181,0.38944490940696,1,"LOC783909","spindle and kinetochore-associated protein 2 pseudogene",NA,NA
"ENSBTAG00000032277",1.22464366236389,2.725933551757,2.01041698330054,0.858495310223404,0.390619019000755,1,"LOC112441893","small nucleolar RNA SNORD74",NA,NA
"ENSBTAG00000017672",1.93193124096399,2.325191084127,1.54401633249068,0.858275302042504,0.390740463906769,1,"RAB5B","RAB5B, member RAS oncogene family",NA,NA
"ENSBTAG00000053173",0.76169227032782,3.11752133073663,2.47792137907555,0.854555495028103,0.392797274681083,1,"PHGDH","phosphoglycerate dehydrogenase","GO:0006564","BP"
"ENSBTAG00000012628",1.85541260252484,2.36542149763663,1.61009499134017,0.848037851791664,0.396416890854591,1,"MIR2315","microRNA mir-2315",NA,NA
"ENSBTAG00000044802",0.678788007721237,2.98334368801629,2.35258083844003,0.843050175198838,0.399200382706007,1,NA,NA,NA,NA
"ENSBTAG00000012708",3.06928273413309,1.98004677543277,1.1647829389298,0.84139863546871,0.400124649660209,1,"SNAPIN","SNAP associated protein",NA,NA
"ENSBTAG00000055111",0.797054480160034,-3.02050263289699,2.40306121439802,-0.840803646944608,0.400457943731186,1,"TMEM210","transmembrane protein 210",NA,NA
"ENSBTAG00000049272",1.32032556016402,-2.55390602033608,1.86047671425833,-0.835219279245609,0.403594256606132,1,NA,NA,NA,NA
"ENSBTAG00000001947",3.14580137257224,1.96065351558042,1.15294839291562,0.83321467073742,0.404723670025105,1,"SEMA4D","semaphorin 4D",NA,NA
"ENSBTAG00000049994",2.56631319568495,2.13533198310236,1.36302392192597,0.832950885776182,0.404872429303644,1,"PTPRT","protein tyrosine phosphatase receptor type T",NA,NA
"ENSBTAG00000055137",1.15146045189053,2.60040067449729,1.92296482544052,0.83225686363278,0.40526397330547,1,"MICU1","mitochondrial calcium uptake 1","GO:0005509","BP"
"ENSBTAG00000052217",11.6029105001159,3.24506163985121,2.69832507774684,0.832020447931309,0.405397402769359,1,"HERPUD1","homocysteine inducible ER protein with ubiquitin like domain 1",NA,NA
"ENSBTAG00000001704",2.61390876427048,-2.09434721594513,1.31608309893182,-0.831518326489677,0.405680879628265,1,"LOC112445257","small nucleolar RNA SNORA35",NA,NA
"ENSBTAG00000033289",7.42473717097768,1.77718968362028,0.938742635548391,0.827904959452772,0.407724326055436,1,"CDON","cell adhesion associated, oncogene regulated",NA,NA
"ENSBTAG00000051482",1.34418183994115,-2.67077266199522,2.02555211757036,-0.824848024152198,0.409457877823672,1,"TUBB2A","tubulin beta 2A class IIa",NA,NA
"ENSBTAG00000051541",4.20024860313476,1.80320138857936,0.974206944137247,0.824466909636605,0.409674310291609,1,"LOC112446879","small nucleolar RNA U82P",NA,NA
"ENSBTAG00000020537",2.1301625939914,-2.2582832446214,1.53400341696573,-0.820261044209599,0.412067308917665,1,"CYSRT1","cysteine rich tail 1",NA,NA
"ENSBTAG00000038848",1.23199587784185,-2.51850556932006,1.86410391138304,-0.814603499326081,0.415299306773773,1,"BOC","BOC cell adhesion associated, oncogene regulated",NA,NA
"ENSBTAG00000052231",1.30308909656541,-2.52278580428314,1.87197244830737,-0.813465927695694,0.41595097364156,1,"LOC511898","protein disulfide isomerase family A member 6 pseudogene",NA,NA
"ENSBTAG00000050905",1.32288301009717,-2.61056378307665,1.98321840349979,-0.81209602544757,0.416736533632271,1,NA,NA,NA,NA
"ENSBTAG00000015750",1.22789686318034,-2.51425329550086,1.86500015562346,-0.811931994179726,0.416830654740473,1,NA,NA,NA,NA
"ENSBTAG00000052732",1.22789686318034,-2.51425329550086,1.86500015562346,-0.811931994179726,0.416830654740473,1,"MSX2","msh homeobox 2","GO:0000122","BP"
"ENSBTAG00000029206",6.52826462991202,-1.704458890214,0.872304528737434,-0.80758366717828,0.41933029213132,1,NA,NA,NA,NA
"ENSBTAG00000053450",1.81051746341862,2.3717286671508,1.70316043845975,0.805401908226168,0.420587790945442,1,"YTHDF3","YTH N6-methyladenosine RNA binding protein 3",NA,NA
"ENSBTAG00000043329",1.18663453886353,2.63882902443157,2.03896677970119,0.80375464708245,0.421538687023289,1,NA,NA,NA,NA
"ENSBTAG00000004170",7.29658595999956,1.80905245728522,1.01217069355638,0.799324128267845,0.424102491684646,1,"USE1","unconventional SNARE in the ER 1",NA,NA
"ENSBTAG00000018249",0.694698066265766,3.00760697869052,2.51588927007282,0.797971120021675,0.424887249636648,1,"SETD7","SET domain containing 7, histone lysine methyltransferase",NA,NA
"ENSBTAG00000011381",0.694698066265766,3.00760697869052,2.51588927007282,0.797971120021675,0.424887249636648,1,"PDE9A","phosphodiesterase 9A",NA,NA
"ENSBTAG00000037348",0.694698066265766,3.00760697869052,2.51588927007282,0.797971120021675,0.424887249636648,1,NA,NA,NA,NA
"ENSBTAG00000047789",6.99074426001345,1.71952135780829,0.903885607030157,0.796031436071186,0.42601376387385,1,NA,NA,NA,NA
"ENSBTAG00000053912",1.22379784851884,-2.50994811033166,1.89688199562093,-0.796015837473005,0.426022830161516,1,"LOC101902490","60S ribosomal protein L39",NA,NA
"ENSBTAG00000048962",3.97964075172737,-1.83873726652402,1.05881829462663,-0.792144668051637,0.428276327383113,1,"ACAT2","acetyl-CoA acetyltransferase 2",NA,NA
"ENSBTAG00000029853",12.7660542948597,1.48749194701618,0.616477550050159,0.790769991504987,0.429078224253563,1,"SLC6A4","solute carrier family 6 member 4","GO:0005335","BP"
"ENSBTAG00000044955",1.85693562533505,2.35987173106338,1.72077479361656,0.790267114620699,0.42937178782963,1,"MYMK","myomaker, myoblast fusion factor",NA,NA
"ENSBTAG00000029836",2.37097116288865,2.11365645949325,1.41202570501803,0.788694182786869,0.430290768719966,1,"LOC112443649","small nucleolar RNA SNORD20",NA,NA
"ENSBTAG00000054496",0.751610914032375,-2.95111679661005,2.4795244031187,-0.786891548296914,0.431345355483534,1,"EGFLAM","EGF like, fibronectin type III and laminin G domains","GO:0005509","CC"
"ENSBTAG00000054651",1.23763645723171,-2.47379870395034,1.87809498192481,-0.784730654271745,0.432611505820296,1,NA,NA,NA,NA
"ENSBTAG00000051521",1.23763645723171,-2.47379870395034,1.87809498192481,-0.784730654271745,0.432611505820296,1,"TMED10","transmembrane p24 trafficking protein 10","GO:0000139","BP"
"ENSBTAG00000021428",0.765046240211758,3.13224019951289,2.72473841458236,0.782548588187949,0.433892242208315,1,"SERTAD1","SERTA domain containing 1",NA,NA
"ENSBTAG00000019808",1.24944750111474,-2.4693319265241,1.88347238249223,-0.780118646911012,0.435321041637678,1,"CES2","carboxylesterase 2",NA,NA
"ENSBTAG00000025183",3.18469486023378,-1.92605099093866,1.18937946922635,-0.77860011451267,0.436215311605927,1,"NHSL1","NHS like 1",NA,NA
"ENSBTAG00000023801",1.26514239998499,-2.55213194795461,1.99838418831341,-0.776693469169498,0.437339640876661,1,"S100G","S100 calcium binding protein G","GO:0005499","CC"
"ENSBTAG00000014496",0.718464391889229,-2.89983393848361,2.47324338920443,-0.768154863680734,0.442395185460196,1,"ATP6V1G2","ATPase H+ transporting V1 subunit G2",NA,NA
"ENSBTAG00000050802",2.76923265065471,-1.98327984200064,1.2805000471336,-0.767887392274382,0.442554088322736,1,NA,NA,NA,NA
"ENSBTAG00000013585",0.662877949176708,2.95582945110362,2.55080154099928,0.766750928940327,0.443229617032987,1,"LOC784388","ribosomal protein L7 pseudogene",NA,NA
"ENSBTAG00000005103",1.8040717304431,-2.24791498782187,1.63153116745105,-0.764873520480454,0.444346863059058,1,"SLIT2","slit guidance ligand 2",NA,NA
"ENSBTAG00000012307",1.1617299310452,2.55718865800968,2.0413833563802,0.762810499626539,0.445576418418822,1,"NNT","nicotinamide nucleotide transhydrogenase","GO:0005743","BP"
"ENSBTAG00000050661",0.722563406550733,-2.90603254762456,2.50691184751957,-0.76031095768703,0.447068733495953,1,"MLKL","mixed lineage kinase domain like pseudokinase",NA,NA
"ENSBTAG00000002775",3.77964775582352,-1.81521364421407,1.07379548569563,-0.759188928500625,0.447739548056359,1,"C5H12orf71","chromosome 5 C12orf71 homolog",NA,NA
"ENSBTAG00000027172",11.8013010564958,1.61414583053965,0.811689071958371,0.756626954528162,0.449273387989461,1,"QRICH2","glutamine rich 2",NA,NA
"ENSBTAG00000009539",2.58068168950112,2.05192582185385,1.39359755374094,0.754827546180806,0.450352463500211,1,"SP140L","SP140 nuclear body protein-like",NA,NA
"ENSBTAG00000003515",1.27078297937486,-2.50532185871691,2.00658181233102,-0.750192117493677,0.453139005552653,1,"GSK3A","glycogen synthase kinase 3 alpha",NA,NA
"ENSBTAG00000006683",0.71026636256622,-2.88514750581593,2.51882631040585,-0.748422984954522,0.454205062795022,1,"SSC5D","scavenger receptor cysteine rich family member with 5 domains",NA,NA
"ENSBTAG00000045468",0.71026636256622,-2.88514750581593,2.51882631040585,-0.748422984954522,0.454205062795022,1,"TOMM20L","translocase of outer mitochondrial membrane 20 like",NA,NA
"ENSBTAG00000042706",4.20768304576205,1.73983685564444,0.990865315333907,0.746657334952865,0.455270429794403,1,"KCNK7","potassium two pore domain channel subfamily K member 7",NA,NA
"ENSBTAG00000053380",5.98913754578533,1.67119820853688,0.899516959598578,0.746176268690271,0.455560941724454,1,"BDKRB2","bradykinin receptor B2",NA,NA
"ENSBTAG00000033396",1.72294721721094,2.25330522777084,1.68116307756204,0.745498901622521,0.455970174902351,1,"PTK6","protein tyrosine kinase 6",NA,NA
"ENSBTAG00000051454",1.13963086608936,2.46943224016131,1.97394321331688,0.744414646909817,0.456625660582328,1,NA,NA,NA,NA
"ENSBTAG00000025242",1.12372080754483,2.45164306410862,1.95731640470725,0.74164966921929,0.458299621587065,1,NA,NA,NA,NA
"ENSBTAG00000046316",10.4940678019558,1.55946356474779,0.755062715134978,0.740949796001745,0.4587238810429,1,"TIMM29","translocase of inner mitochondrial membrane 29",NA,NA
"ENSBTAG00000011370",1.16528051868526,2.55526661917681,2.10047358072996,0.740436172796958,0.459035376740371,1,"SHC3","SHC adaptor protein 3",NA,NA
"ENSBTAG00000052395",3.30357696634982,-1.84735056415617,1.14445889506876,-0.740394056795954,0.459060923975996,1,NA,NA,NA,NA
"ENSBTAG00000048711",1.16118150402376,2.5553762383817,2.10234558791725,0.739829002101685,0.459403758753819,1,"CC2D1A","coiled-coil and C2 domain containing 1A",NA,NA
"ENSBTAG00000047051",1.09828631462321,2.470189415374,1.99058911325765,0.73857000703073,0.46016814237309,1,"PDLIM1","PDZ and LIM domain 1","GO:0003713","BP"
