"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","gene_name","go","ontology"
"ENSBTAG00000008497",54.55148105619,1.96164916922851,0.277306248031275,3.46782366447095,0.000524691462235275,0.209571531718392,"POU2F1","POU class 2 homeobox 1",NA,NA
"ENSBTAG00000003403",10.3107921399039,4.1209097270378,0.907983117457327,3.43718915807317,0.000587784955101744,0.229436513724374,"DNAAF5","dynein axonemal assembly factor 5",NA,NA
"ENSBTAG00000049478",30.162024068284,2.3159975655113,0.389826677226164,3.3758530197968,0.00073587219728295,0.280857888629659,"LOC112446493","small nucleolar RNA SNORD56",NA,NA
"ENSBTAG00000000507",24.1829833203832,2.39215156919779,0.424265408013527,3.28132235837009,0.00103321584973189,0.385771352590113,"ZNF207","zinc finger protein 207",NA,NA
"ENSBTAG00000018838",14.2050376900237,2.98825737209709,0.616613236609475,3.22448052369063,0.00126201440660729,0.461172285818728,"LOC504858","40S ribosomal protein S13-like",NA,NA
"ENSBTAG00000013099",93.8328354495954,1.68470689162557,0.214232164948009,3.19609752247865,0.001393000200358,0.498432884190596,"CDKN1A","cyclin dependent kinase inhibitor 1A",NA,NA
"ENSBTAG00000014187",108.288348267849,1.60106413652307,0.189182807371464,3.17716046650511,0.00148724721693308,0.521295325527054,"HSPB11","heat shock protein family B (small) member 11",NA,NA
"ENSBTAG00000002104",55.0446454366795,1.94903909808004,0.301363571144939,3.14915002657571,0.00163746108053475,0.562467881163687,"ANXA7","annexin A7","GO:0005544","CC"
"ENSBTAG00000044192",5.74214800540142,5.22411581843101,1.34700924639849,3.13592191718436,0.00171314808948846,0.57056386403149,"ALKAL2","ALK and LTK ligand 2",NA,NA
"ENSBTAG00000039028",34.4133090777893,2.17264718392949,0.374231674775797,3.13347924018465,0.00172747137872707,0.57056386403149,"TATDN1","TatD DNase domain containing 1","GO:0005654","BP"
"ENSBTAG00000007755",16.4989494175222,2.74207284036738,0.557623274822191,3.12410352835949,0.00178347693204556,0.577947477507216,"TFIP11","tuftelin interacting protein 11","GO:0000390","BP"
"ENSBTAG00000008635",438.515384958935,1.3915742891595,0.126248410057999,3.10161758852737,0.00192466414733626,0.612150124638893,"PRRC1","proline rich coiled-coil 1",NA,NA
"ENSBTAG00000006951",114.129333421617,1.66781554997222,0.217200680397277,3.07464759664071,0.00210751412211673,0.658119182679179,"CTDNEP1","CTD nuclear envelope phosphatase 1","GO:0004722","BP"
"ENSBTAG00000010991",67.4603604426292,1.83518538371966,0.282415961536323,2.95728817583931,0.00310357909539925,0.951856624347896,"VARS1","valyl-tRNA synthetase 1",NA,NA
"ENSBTAG00000047827",497.497438500828,1.3068790902871,0.104967858927315,2.92355291822804,0.00346061396985813,1,"NUTM1","NUT midline carcinoma family member 1",NA,NA
"ENSBTAG00000016194",81.6904637480943,1.67013325819625,0.231844309189508,2.89044514630933,0.00384696661358591,1,"PFN3","profilin 3","GO:0005634","BP"
"ENSBTAG00000000981",147.856301309101,1.4736045186468,0.166598454397588,2.84279059106117,0.0044720442835631,1,"AURKC","aurora kinase C",NA,NA
"ENSBTAG00000011765",2350.77749913088,1.20796956963054,0.0759231123102215,2.73921291293724,0.0061586475488888,1,"C29H11orf86","chromosome 29 C11orf86 homolog",NA,NA
"ENSBTAG00000049993",73.8081505975039,1.62101108051575,0.227343562599964,2.73159738245365,0.00630281112167379,1,"AMZ2","archaelysin family metallopeptidase 2",NA,NA
"ENSBTAG00000010069",147.344714751938,1.47081061044978,0.173774650101462,2.70931698135999,0.00674218912294948,1,NA,NA,NA,NA
"ENSBTAG00000011562",154.201379095765,1.44790153921767,0.165928761878242,2.69936046136675,0.00694728830072528,1,"RAD54B","RAD54 homolog B",NA,NA
"ENSBTAG00000026963",8.84476267547847,3.02776969342032,0.759439900319011,2.67008579950636,0.00758318669373219,1,"SLC5A10","solute carrier family 5 member 10","GO:1904659","BP"
"ENSBTAG00000049738",8.91441226286245,3.1063955705654,0.796930036349241,2.64313738281827,0.00821416985833238,1,"P2RY8","P2Y receptor family member 8",NA,NA
"ENSBTAG00000024958",338.066997346737,1.31564734817917,0.121994630333183,2.58738722611884,0.00967068459211778,1,"ADAMTSL2","ADAMTS like 2",NA,NA
"ENSBTAG00000008654",386.597106488443,1.2823206099763,0.109492366358814,2.57845016383253,0.00992446141737091,1,"TRPM7","transient receptor potential cation channel subfamily M member 7",NA,NA
"ENSBTAG00000002982",3.94823475556024,4.71738039896491,1.44744545076558,2.56823522917476,0.0102217766258436,1,"MATN2","matrilin 2",NA,NA
"ENSBTAG00000004010",21.0277247668389,2.25058840199545,0.491134361525306,2.54632642300066,0.0108863337010233,1,"KLF12","Kruppel like factor 12",NA,NA
"ENSBTAG00000040078",183.595742791496,1.39497302061516,0.158207736538182,2.49654681406706,0.0125409114179712,1,"CPB1","carboxypeptidase B1","GO:0008270","MF"
"ENSBTAG00000050877",16.7077620345808,2.23986351150646,0.497837950962632,2.4904961727185,0.0127564869707193,1,"LOC112443356","U6 spliceosomal RNA",NA,NA
"ENSBTAG00000003711",23.7737736075784,2.00658049710531,0.407623195234131,2.46938964434336,0.0135343757040148,1,"HLCS","holocarboxylase synthetase",NA,NA
"ENSBTAG00000011237",173.791833962893,1.47951413394807,0.195154787560179,2.45709644094795,0.0140065079987893,1,"GOLM2","golgi membrane protein 2","GO:0016021","CC"
"ENSBTAG00000051051",3.55794008196401,4.52067008826387,1.44439603311897,2.43746867724461,0.0147904955388695,1,"LOC112445002","HIV Tat-specific factor 1-like",NA,NA
"ENSBTAG00000004034",156.602322461777,1.49558227628594,0.20508929048469,2.41642201362499,0.0156738834123958,1,"ZBTB8A","zinc finger and BTB domain containing 8A","GO:0003674","BP"
"ENSBTAG00000007952",1351.28671003756,1.18330016579267,0.0765900586693793,2.39326315943868,0.0166992588018479,1,"SMPD1","sphingomyelin phosphodiesterase 1","GO:0005615","BP"
"ENSBTAG00000030973",86.9202497874994,1.53312754658089,0.222910236892495,2.39166919390071,0.0167719515902876,1,"SH3D19","SH3 domain containing 19",NA,NA
"ENSBTAG00000023374",2.39429636352915,4.87911922429715,1.65560260821798,2.34302555760797,0.0191280727526652,1,"PGM2L1","phosphoglucomutase 2 like 1",NA,NA
"ENSBTAG00000049223",80.2880786267676,1.53516678845412,0.228883352520523,2.33816388374569,0.0193787482612471,1,"SRP68","signal recognition particle 68",NA,NA
"ENSBTAG00000002127",15.728540516551,2.1509416733911,0.509287450854993,2.25990581833285,0.0238270967374369,1,"TMEM260","transmembrane protein 260",NA,NA
"ENSBTAG00000010644",97.9547083189674,1.44614169643217,0.198381209472096,2.24891106178542,0.0245181550872178,1,"KCNV2","potassium voltage-gated channel modifier subfamily V member 2",NA,NA
"ENSBTAG00000021033",5.80330400992428,3.21918003842482,0.987132380516606,2.24810783459806,0.0245693146271652,1,"MIR219-1","microRNA mir-219-1",NA,NA
"ENSBTAG00000016819",901.61563559203,1.24042500647305,0.107880431880613,2.22862480509087,0.0258388792012769,1,"GRINA","glutamate ionotropic receptor NMDA type subunit associated protein 1","GO:0005783","BP"
"ENSBTAG00000001801",225.989121346913,1.32164984673084,0.146054588316735,2.20225773416516,0.0276471079233815,1,"PRSS12","serine protease 12",NA,NA
"ENSBTAG00000049318",23.2536979514645,1.89682694731679,0.41313995325762,2.17075821460812,0.0299494540880471,1,"ZSCAN26","zinc finger and SCAN domain containing 26","GO:0005634","CC"
"ENSBTAG00000020018",143.05610063354,1.42824299674455,0.198869631214165,2.15338558295697,0.0312883876950976,1,"PADI1","peptidyl arginine deiminase 1",NA,NA
"ENSBTAG00000045754",21.0732776064307,1.94250421344753,0.437991588721527,2.15187742805437,0.0314070094684715,1,"MIR98","microRNA mir-98",NA,NA
"ENSBTAG00000013534",4.73426916900956,3.33737024016916,1.09789326606607,2.12895944661756,0.0332576157334206,1,NA,NA,NA,NA
"ENSBTAG00000054745",3.12053282470949,4.24468218149303,1.52957235724312,2.12130022233221,0.0338965456838753,1,"ECM2","extracellular matrix protein 2",NA,NA
"ENSBTAG00000008542",2.87123989878617,4.15013153845771,1.51362643486533,2.08118163497719,0.0374172838731801,1,"PSD2","pleckstrin and Sec7 domain containing 2",NA,NA
"ENSBTAG00000010932",137.709133163168,1.37309670871648,0.182616004624469,2.04306686855689,0.041045819116492,1,"GLB1","galactosidase beta 1","GO:0004565","BP"
"ENSBTAG00000016344",2.74263938691114,4.10281154081607,1.51921743162791,2.04237489395529,0.041114358167007,1,"PLEKHM1","pleckstrin homology and RUN domain containing M1",NA,NA
"ENSBTAG00000048906",299.448550927012,1.24354748371694,0.119626122063122,2.03590553230862,0.0417598421968676,1,"LOC101906045","p53 apoptosis effector related to PMP-22 pseudogene",NA,NA
"ENSBTAG00000046333",85.6072038426257,-1.46091819613894,0.22953747491034,-2.00803026311492,0.0446400758703129,1,"PGAP2","post-GPI attachment to proteins 2","GO:0000139","BP"
"ENSBTAG00000035206",19.2112234546827,2.1757868831059,0.5960814009719,1.97252737828894,0.0485494340594068,1,"VIL1","villin 1","GO:0001726","BP"
"ENSBTAG00000008182",18.7143367913352,1.88413466024511,0.449450586754097,1.96714541331511,0.0491664489970013,1,"CEBPZ","CCAAT enhancer binding protein zeta",NA,NA
"ENSBTAG00000043979",1.59930500210087,4.41422004968245,1.73734568024941,1.96519327644244,0.0493918718623176,1,"SNRNP40","small nuclear ribonucleoprotein U5 subunit 40","GO:0005681","BP"
"ENSBTAG00000021823",2.52464284899268,4.05354413658442,1.5682827172617,1.9470622885624,0.0515272674613298,1,"ZNF646","zinc finger protein 646",NA,NA
"ENSBTAG00000006307",373.79557458581,1.24375111876225,0.125534886590251,1.94170023475518,0.0521734002816127,1,"DDX49","DEAD-box helicase 49",NA,NA
"ENSBTAG00000012559",1.56010051626929,4.33520125221877,1.7364861239118,1.92066104433102,0.0547744538059394,1,"DEF8","differentially expressed in FDCP 8 homolog","GO:0032418","BP"
"ENSBTAG00000021685",6.31486095427613,2.68169425171482,0.875711921362133,1.92037382464659,0.0548106973917483,1,"PDE5A","phosphodiesterase 5A","GO:0004112","BP"
"ENSBTAG00000008568",6.59056911381165,2.57011622112417,0.817929493819206,1.91962294181707,0.0549055440472623,1,"ADAD2","adenosine deaminase domain containing 2",NA,NA
"ENSBTAG00000015032",2.71185828205675,4.00539168083825,1.56646636862845,1.91858040557211,0.0550374573451098,1,"RAB11B","RAB11B, member RAS oncogene family","GO:0001881","BP"
"ENSBTAG00000037429",12.8296667378424,-2.12693424538885,0.591649568218741,-1.90473264229985,0.0568148335706129,1,"WASHC1","WASH complex subunit 1","GO:0000145","BP"
"ENSBTAG00000052352",100.463335287223,1.40395093365546,0.212364950640249,1.90215443950431,0.0571509671240522,1,"CLDN15","claudin 15","GO:0005198","BP"
"ENSBTAG00000012046",3499.51924266821,1.15326450414945,0.0806534172259984,1.90028531240023,0.057395687768002,1,"FUNDC1","FUN14 domain containing 1","GO:0000422","BP"
"ENSBTAG00000008197",120.244266753922,1.37081402279408,0.196205174096278,1.88992988845501,0.0587673375730668,1,"PAXIP1","PAX interacting protein 1","GO:0005694","BP"
"ENSBTAG00000019915",1030.26313980689,1.15735795051434,0.0834591245492708,1.88544933060551,0.059369199221019,1,"CCR8","C-C motif chemokine receptor 8",NA,NA
"ENSBTAG00000054738",68.9162792893858,1.46408592697296,0.246249573368021,1.88461616654003,0.059481678055921,1,"MBD5","methyl-CpG binding domain protein 5",NA,NA
"ENSBTAG00000021013",382.313077624033,1.22402474034021,0.119720983244208,1.87122369253547,0.0613140821288484,1,NA,NA,NA,NA
"ENSBTAG00000004879",123.688587164988,1.33181442644974,0.177502783294896,1.86934773804916,0.0615744505294394,1,"OSBPL3","oxysterol binding protein like 3",NA,NA
"ENSBTAG00000017020",1.54428432061586,4.32379596808539,1.78344170024638,1.86369757285939,0.0623641864411288,1,"B3GNT2","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2",NA,NA
"ENSBTAG00000013909",2.40428643824638,3.97082643910806,1.59539205647135,1.86212939136658,0.0625848540466198,1,"GATM","glycine amidinotransferase","GO:0005739","BP"
"ENSBTAG00000013469",20.4067619338932,1.81878008810091,0.44059929128186,1.85833273975268,0.0631217772745383,1,NA,NA,NA,NA
"ENSBTAG00000015919",6.06415379939176,2.60592000369415,0.879890567038889,1.82513606106562,0.067980499574569,1,"LOC781002","serine incorporator 1 pseudogene",NA,NA
"ENSBTAG00000000437",26.5083812427451,1.73557034421037,0.403734901092684,1.82191418730359,0.0684680072802154,1,"SURF2","surfeit 2",NA,NA
"ENSBTAG00000008100",25.3037098061771,1.71485038805691,0.393508516321258,1.81660715945803,0.0692772864104603,1,"GABARAPL2","GABA type A receptor associated protein like 2","GO:0000139","BP"
"ENSBTAG00000004552",2304.87443934268,1.14310163296794,0.0788441026947784,1.81499475644889,0.0695247153021034,1,"ELK3","ETS transcription factor ELK3",NA,NA
"ENSBTAG00000051015",3.93602382985378,3.72677008530082,1.50980134792274,1.80604560265657,0.0709112166636349,1,NA,NA,NA,NA
"ENSBTAG00000042256",30.4445777270886,-1.71305162841757,0.395148253486398,-1.80451671524879,0.0711503411790675,1,"DNAJB7","DnaJ heat shock protein family (Hsp40) member B7",NA,NA
"ENSBTAG00000050631",18.8075020307131,1.83974728340223,0.465394210374479,1.80437844881337,0.0711719991947706,1,"GOLPH3L","golgi phosphoprotein 3 like","GO:0005802","BP"
"ENSBTAG00000053767",3.24382249879878,3.38623443751519,1.33052512288376,1.79345312348804,0.0729004997198098,1,"GDF11","growth differentiation factor 11",NA,NA
"ENSBTAG00000021240",6.68962351748829,2.48606182295699,0.829890795234443,1.79067153352047,0.0733460203882583,1,NA,NA,NA,NA
"ENSBTAG00000004305",280.353329598483,1.2332832586288,0.131303340890426,1.77667420376972,0.0756218589520127,1,"CTU2","cytosolic thiouridylase subunit 2","GO:0000049","BP"
"ENSBTAG00000010970",6.37962943481088,2.52003286313671,0.859807818637041,1.7678751346391,0.0770817805550568,1,"TSC22D1","TSC22 domain family member 1","GO:0003700","BP"
"ENSBTAG00000018572",4.35362856682857,2.81798300367902,1.03466238173065,1.75707847871896,0.0789044334598827,1,NA,NA,NA,NA
"ENSBTAG00000003440",19.9843660523948,-1.79793043829762,0.454246667746276,-1.75660163288927,0.0789857344672108,1,"DNAJC18","DnaJ heat shock protein family (Hsp40) member C18","GO:0016021","CC"
"ENSBTAG00000015395",2.20536433238338,3.78405975535257,1.58556203117319,1.75588195265535,0.0791085671428764,1,"LRFN4","leucine rich repeat and fibronectin type III domain containing 4",NA,NA
"ENSBTAG00000020003",56.5620256304077,1.48861749690731,0.278845062854815,1.75229029305683,0.0797239043112393,1,"SRSF3","serine and arginine rich splicing factor 3","GO:0003723","BP"
"ENSBTAG00000013429",1.41568380874084,4.23536512834799,1.84738305583224,1.75132337504875,0.0798902235119661,1,"EMID1","EMI domain containing 1",NA,NA
"ENSBTAG00000045024",3.11522198692376,3.34489540046164,1.34123883209372,1.74830562935699,0.0804111189910219,1,"LIMS1","LIM zinc finger domain containing 1",NA,NA
"ENSBTAG00000020773",127.815854717211,-1.32201409975084,0.186364214001507,-1.72787517966426,0.0840106050977946,1,"RAB1B","RAB1B, member RAS oncogene family","GO:0005525","CC"
"ENSBTAG00000003923",380.382057841454,1.21454744271178,0.124451624105041,1.72394248973962,0.0847182257864055,1,"ACSS2","acyl-CoA synthetase short chain family member 2",NA,NA
"ENSBTAG00000053924",2.14225627322318,3.72632967411401,1.59160604099527,1.71294252716531,0.0867231134615615,1,"BIN1","bridging integrator 1",NA,NA
"ENSBTAG00000003696",613.410761876359,1.17417770864277,0.101771042533809,1.71146629047164,0.0869950688957113,1,"GRN","granulin precursor",NA,NA
"ENSBTAG00000048650",1.48169154460613,4.1706678655174,1.86213528151022,1.7027054355288,0.0886232071607587,1,NA,NA,NA,NA
"ENSBTAG00000011733",36.1878943974427,1.58467372890607,0.343419762921382,1.70250460815767,0.0886608153719476,1,"YTHDF2","YTH N6-methyladenosine RNA binding protein 2","GO:0000932","BP"
"ENSBTAG00000049210",4.68245640879663,-2.8971783926865,1.11575008867368,-1.70036140883638,0.0890629660624442,1,NA,NA,NA,NA
"ENSBTAG00000009812",490.736651971651,1.59516578066416,0.351901417020024,1.69128554725397,0.0907822790185178,1,"CDKL2","cyclin dependent kinase like 2",NA,NA
"ENSBTAG00000016752",27.324612797947,1.62152901436026,0.368069320105387,1.68861945402649,0.0912923801173068,1,"LOC112443621","U6 spliceosomal RNA",NA,NA
"ENSBTAG00000011624",7.49960916362434,2.28713212652693,0.763853377232321,1.68505130027783,0.0919786743286431,1,"NDUFB2","NADH:ubiquinone oxidoreductase subunit B2","GO:0005747","BP"
"ENSBTAG00000008462",139.928212772531,1.30132601500921,0.179009408593842,1.68329708128858,0.0923175951608693,1,"MLXIP","MLX interacting protein",NA,NA
"ENSBTAG00000046666",7.44150952558577,2.30810288537332,0.777397991158482,1.68266820888485,0.0924393393175123,1,"TRIOBP","TRIO and F-actin binding protein",NA,NA
"ENSBTAG00000026156",1046.16134384309,-1.15014779417979,0.0895994163743234,-1.67576754688348,0.0937837332000571,1,"EVA1B","eva-1 homolog B",NA,NA
"ENSBTAG00000017794",22.4096084126462,1.68768136052404,0.413493738495113,1.66309981627974,0.0962924566790232,1,"ACER2","alkaline ceramidase 2",NA,NA
"ENSBTAG00000053565",1.26369500668767,4.06601110940042,1.85772827460428,1.65040880914272,0.0988593505911793,1,"BMS1","BMS1 ribosome biogenesis factor",NA,NA
"ENSBTAG00000014596",3.60734629075377,-3.13796153233255,1.29838374003421,-1.64663301488681,0.0996335001686455,1,"GPSM2","G protein signaling modulator 2",NA,NA
"ENSBTAG00000011381",1.48959964243284,4.18941764279326,1.94116540628502,1.64304269613846,0.100374099705632,1,"STAG2","stromal antigen 2",NA,NA
"ENSBTAG00000005675",9.51544749615281,2.08311857645656,0.660240683708265,1.64049051078341,0.100903219886195,1,NA,NA,NA,NA
"ENSBTAG00000047483",1.25578690886095,4.0574102486088,1.89733104495732,1.61142688132085,0.107086712138099,1,"ARMH2","armadillo like helical domain containing 2",NA,NA
"ENSBTAG00000024492",11.6109523533954,1.94984888158806,0.590210462975538,1.60933928009241,0.107542174485695,1,NA,NA,NA,NA
"ENSBTAG00000054016",1.56483105130785,-3.83314492009021,1.76415290977584,-1.60595201492494,0.108284453557798,1,"BRD4","bromodomain containing 4",NA,NA
"ENSBTAG00000048257",236.822552138349,1.21260165279569,0.133154647498104,1.59665213937586,0.110343269703688,1,"TRMT11","tRNA methyltransferase 11 homolog","GO:0000049","BP"
"ENSBTAG00000020809",1.2323986186828,3.97119907419495,1.86578669564324,1.59246449829069,0.111280373944873,1,"MIR6121","microRNA mir-6121",NA,NA
"ENSBTAG00000054287",1.22449052085608,3.96453524167139,1.88935481256632,1.56907279773705,0.116630977349192,1,"BLOC1S2","biogenesis of lysosomal organelles complex 1 subunit 2",NA,NA
"ENSBTAG00000049817",1.9983548488452,3.58328658793649,1.65479450864809,1.56109207181679,0.118502028442562,1,"DZIP1","DAZ interacting zinc finger protein 1",NA,NA
"ENSBTAG00000002138",8.42761118312215,2.10064228709475,0.712922959730569,1.5438446357664,0.122625975087641,1,"MAGIX","MAGI family member, X-linked",NA,NA
"ENSBTAG00000026381",1.90138672827704,3.53356954270017,1.64738377404501,1.53793522955444,0.124064452367293,1,NA,NA,NA,NA
"ENSBTAG00000047491",1.84585076364155,3.52330013410111,1.64128453433844,1.53739347523809,0.124196983216367,1,"LTO1","LTO1 maturation factor of ABCE1",NA,NA
"ENSBTAG00000014746",3.40398717608334,-3.01785019687792,1.31496553402607,-1.53452706148109,0.124900041014655,1,"ELMO2","engulfment and cell motility 2","GO:0005829","BP"
"ENSBTAG00000007881",10.9009617712616,1.97170419584768,0.636236006696671,1.52727004699522,0.126693874461811,1,NA,NA,NA,NA
"ENSBTAG00000013667",5.66480975869967,-2.38635711224391,0.916751393041522,-1.51224980160037,0.130470326024773,1,"LRRC8A","leucine rich repeat containing 8 VRAC subunit A",NA,NA
