"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","gene_name","go","ontology"
"ENSBTAG00000008497",54.55148105619,1.96164916922851,0.277306248031275,3.46782366447095,0.000524691462235275,0.209571531718392,"POU2F1","POU class 2 homeobox 1",NA,NA
"ENSBTAG00000003403",10.3107921399039,4.1209097270378,0.907983117457327,3.43718915807317,0.000587784955101744,0.229436513724374,"DNAAF5","dynein axonemal assembly factor 5",NA,NA
"ENSBTAG00000049478",30.162024068284,2.3159975655113,0.389826677226164,3.3758530197968,0.00073587219728295,0.280857888629659,"LOC112446493","small nucleolar RNA SNORD56",NA,NA
"ENSBTAG00000000507",24.1829833203832,2.39215156919779,0.424265408013527,3.28132235837009,0.00103321584973189,0.385771352590113,"ZNF207","zinc finger protein 207",NA,NA
"ENSBTAG00000018838",14.2050376900237,2.98825737209709,0.616613236609475,3.22448052369063,0.00126201440660729,0.461172285818728,"LOC504858","40S ribosomal protein S13-like",NA,NA
"ENSBTAG00000013099",93.8328354495954,1.68470689162557,0.214232164948009,3.19609752247865,0.001393000200358,0.498432884190596,"CDKN1A","cyclin dependent kinase inhibitor 1A",NA,NA
"ENSBTAG00000014187",108.288348267849,1.60106413652307,0.189182807371464,3.17716046650511,0.00148724721693308,0.521295325527054,"HSPB11","heat shock protein family B (small) member 11",NA,NA
"ENSBTAG00000002104",55.0446454366795,1.94903909808004,0.301363571144939,3.14915002657571,0.00163746108053475,0.562467881163687,"ANXA7","annexin A7","GO:0005544","CC"
"ENSBTAG00000044192",5.74214800540142,5.22411581843101,1.34700924639849,3.13592191718436,0.00171314808948846,0.57056386403149,"ALKAL2","ALK and LTK ligand 2",NA,NA
"ENSBTAG00000039028",34.4133090777893,2.17264718392949,0.374231674775797,3.13347924018465,0.00172747137872707,0.57056386403149,"TATDN1","TatD DNase domain containing 1","GO:0005654","BP"
"ENSBTAG00000007755",16.4989494175222,2.74207284036738,0.557623274822191,3.12410352835949,0.00178347693204556,0.577947477507216,"TFIP11","tuftelin interacting protein 11","GO:0000390","BP"
"ENSBTAG00000008635",438.515384958935,1.3915742891595,0.126248410057999,3.10161758852737,0.00192466414733626,0.612150124638893,"PRRC1","proline rich coiled-coil 1",NA,NA
"ENSBTAG00000006951",114.129333421617,1.66781554997222,0.217200680397277,3.07464759664071,0.00210751412211673,0.658119182679179,"CTDNEP1","CTD nuclear envelope phosphatase 1","GO:0004722","BP"
"ENSBTAG00000010991",67.4603604426292,1.83518538371966,0.282415961536323,2.95728817583931,0.00310357909539925,0.951856624347896,"VARS1","valyl-tRNA synthetase 1",NA,NA
"ENSBTAG00000047827",497.497438500828,1.3068790902871,0.104967858927315,2.92355291822804,0.00346061396985813,1,"NUTM1","NUT midline carcinoma family member 1",NA,NA
"ENSBTAG00000016194",81.6904637480943,1.67013325819625,0.231844309189508,2.89044514630933,0.00384696661358591,1,"PFN3","profilin 3","GO:0005634","BP"
"ENSBTAG00000000981",147.856301309101,1.4736045186468,0.166598454397588,2.84279059106117,0.0044720442835631,1,"AURKC","aurora kinase C",NA,NA
"ENSBTAG00000011765",2350.77749913088,1.20796956963054,0.0759231123102215,2.73921291293724,0.0061586475488888,1,"C29H11orf86","chromosome 29 C11orf86 homolog",NA,NA
"ENSBTAG00000049993",73.8081505975039,1.62101108051575,0.227343562599964,2.73159738245365,0.00630281112167379,1,"AMZ2","archaelysin family metallopeptidase 2",NA,NA
"ENSBTAG00000010069",147.344714751938,1.47081061044978,0.173774650101462,2.70931698135999,0.00674218912294948,1,NA,NA,NA,NA
"ENSBTAG00000011562",154.201379095765,1.44790153921767,0.165928761878242,2.69936046136675,0.00694728830072528,1,"RAD54B","RAD54 homolog B",NA,NA
"ENSBTAG00000026963",8.84476267547847,3.02776969342032,0.759439900319011,2.67008579950636,0.00758318669373219,1,"SLC5A10","solute carrier family 5 member 10","GO:1904659","BP"
"ENSBTAG00000049738",8.91441226286245,3.1063955705654,0.796930036349241,2.64313738281827,0.00821416985833238,1,"P2RY8","P2Y receptor family member 8",NA,NA
"ENSBTAG00000024958",338.066997346737,1.31564734817917,0.121994630333183,2.58738722611884,0.00967068459211778,1,"ADAMTSL2","ADAMTS like 2",NA,NA
"ENSBTAG00000008654",386.597106488443,1.2823206099763,0.109492366358814,2.57845016383253,0.00992446141737091,1,"TRPM7","transient receptor potential cation channel subfamily M member 7",NA,NA
"ENSBTAG00000002982",3.94823475556024,4.71738039896491,1.44744545076558,2.56823522917476,0.0102217766258436,1,"MATN2","matrilin 2",NA,NA
"ENSBTAG00000004010",21.0277247668389,2.25058840199545,0.491134361525306,2.54632642300066,0.0108863337010233,1,"KLF12","Kruppel like factor 12",NA,NA
"ENSBTAG00000040078",183.595742791496,1.39497302061516,0.158207736538182,2.49654681406706,0.0125409114179712,1,"CPB1","carboxypeptidase B1","GO:0008270","MF"
"ENSBTAG00000050877",16.7077620345808,2.23986351150646,0.497837950962632,2.4904961727185,0.0127564869707193,1,"LOC112443356","U6 spliceosomal RNA",NA,NA
"ENSBTAG00000003711",23.7737736075784,2.00658049710531,0.407623195234131,2.46938964434336,0.0135343757040148,1,"HLCS","holocarboxylase synthetase",NA,NA
"ENSBTAG00000011237",173.791833962893,1.47951413394807,0.195154787560179,2.45709644094795,0.0140065079987893,1,"GOLM2","golgi membrane protein 2","GO:0016021","CC"
"ENSBTAG00000051051",3.55794008196401,4.52067008826387,1.44439603311897,2.43746867724461,0.0147904955388695,1,"LOC112445002","HIV Tat-specific factor 1-like",NA,NA
"ENSBTAG00000004034",156.602322461777,1.49558227628594,0.20508929048469,2.41642201362499,0.0156738834123958,1,"ZBTB8A","zinc finger and BTB domain containing 8A","GO:0003674","BP"
"ENSBTAG00000007952",1351.28671003756,1.18330016579267,0.0765900586693793,2.39326315943868,0.0166992588018479,1,"SMPD1","sphingomyelin phosphodiesterase 1","GO:0005615","BP"
"ENSBTAG00000030973",86.9202497874994,1.53312754658089,0.222910236892495,2.39166919390071,0.0167719515902876,1,"SH3D19","SH3 domain containing 19",NA,NA
"ENSBTAG00000023374",2.39429636352915,4.87911922429715,1.65560260821798,2.34302555760797,0.0191280727526652,1,"PGM2L1","phosphoglucomutase 2 like 1",NA,NA
"ENSBTAG00000049223",80.2880786267676,1.53516678845412,0.228883352520523,2.33816388374569,0.0193787482612471,1,"SRP68","signal recognition particle 68",NA,NA
"ENSBTAG00000002127",15.728540516551,2.1509416733911,0.509287450854993,2.25990581833285,0.0238270967374369,1,"TMEM260","transmembrane protein 260",NA,NA
"ENSBTAG00000010644",97.9547083189674,1.44614169643217,0.198381209472096,2.24891106178542,0.0245181550872178,1,"KCNV2","potassium voltage-gated channel modifier subfamily V member 2",NA,NA
"ENSBTAG00000021033",5.80330400992428,3.21918003842482,0.987132380516606,2.24810783459806,0.0245693146271652,1,"MIR219-1","microRNA mir-219-1",NA,NA
"ENSBTAG00000016819",901.61563559203,1.24042500647305,0.107880431880613,2.22862480509087,0.0258388792012769,1,"GRINA","glutamate ionotropic receptor NMDA type subunit associated protein 1","GO:0005783","BP"
"ENSBTAG00000001801",225.989121346913,1.32164984673084,0.146054588316735,2.20225773416516,0.0276471079233815,1,"PRSS12","serine protease 12",NA,NA
"ENSBTAG00000049318",23.2536979514645,1.89682694731679,0.41313995325762,2.17075821460812,0.0299494540880471,1,"ZSCAN26","zinc finger and SCAN domain containing 26","GO:0005634","CC"
"ENSBTAG00000020018",143.05610063354,1.42824299674455,0.198869631214165,2.15338558295697,0.0312883876950976,1,"PADI1","peptidyl arginine deiminase 1",NA,NA
"ENSBTAG00000045754",21.0732776064307,1.94250421344753,0.437991588721527,2.15187742805437,0.0314070094684715,1,"MIR98","microRNA mir-98",NA,NA
"ENSBTAG00000013534",4.73426916900956,3.33737024016916,1.09789326606607,2.12895944661756,0.0332576157334206,1,NA,NA,NA,NA
"ENSBTAG00000054745",3.12053282470949,4.24468218149303,1.52957235724312,2.12130022233221,0.0338965456838753,1,"ECM2","extracellular matrix protein 2",NA,NA
"ENSBTAG00000008542",2.87123989878617,4.15013153845771,1.51362643486533,2.08118163497719,0.0374172838731801,1,"PSD2","pleckstrin and Sec7 domain containing 2",NA,NA
"ENSBTAG00000010932",137.709133163168,1.37309670871648,0.182616004624469,2.04306686855689,0.041045819116492,1,"GLB1","galactosidase beta 1","GO:0004565","BP"
"ENSBTAG00000016344",2.74263938691114,4.10281154081607,1.51921743162791,2.04237489395529,0.041114358167007,1,"PLEKHM1","pleckstrin homology and RUN domain containing M1",NA,NA
"ENSBTAG00000048906",299.448550927012,1.24354748371694,0.119626122063122,2.03590553230862,0.0417598421968676,1,"LOC101906045","p53 apoptosis effector related to PMP-22 pseudogene",NA,NA
"ENSBTAG00000046333",85.6072038426257,-1.46091819613894,0.22953747491034,-2.00803026311492,0.0446400758703129,1,"PGAP2","post-GPI attachment to proteins 2","GO:0000139","BP"
"ENSBTAG00000035206",19.2112234546827,2.1757868831059,0.5960814009719,1.97252737828894,0.0485494340594068,1,"VIL1","villin 1","GO:0001726","BP"
"ENSBTAG00000008182",18.7143367913352,1.88413466024511,0.449450586754097,1.96714541331511,0.0491664489970013,1,"CEBPZ","CCAAT enhancer binding protein zeta",NA,NA
"ENSBTAG00000043979",1.59930500210087,4.41422004968245,1.73734568024941,1.96519327644244,0.0493918718623176,1,"SNRNP40","small nuclear ribonucleoprotein U5 subunit 40","GO:0005681","BP"
"ENSBTAG00000021823",2.52464284899268,4.05354413658442,1.5682827172617,1.9470622885624,0.0515272674613298,1,"ZNF646","zinc finger protein 646",NA,NA
"ENSBTAG00000006307",373.79557458581,1.24375111876225,0.125534886590251,1.94170023475518,0.0521734002816127,1,"DDX49","DEAD-box helicase 49",NA,NA
"ENSBTAG00000012559",1.56010051626929,4.33520125221877,1.7364861239118,1.92066104433102,0.0547744538059394,1,"DEF8","differentially expressed in FDCP 8 homolog","GO:0032418","BP"
