"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","gene_name","go","ontology"
"ENSBTAG00000004694",0.80524199044967,-3.12687348302164,2.04828824101289,-1.03836630042356,0.299099552520278,1,NA,NA,NA,NA
"ENSBTAG00000050230",2.85564583342639,-2.24773542772847,1.20867102010292,-1.03232013258846,0.301922172782693,1,"GSTM1","glutathione S-transferase M1","GO:0004364","BP"
"ENSBTAG00000013070",0.796870430771627,-3.11531623501317,2.05324292607419,-1.03023183869318,0.302901187106185,1,"SIN3A","SIN3 transcription regulator family member A",NA,NA
"ENSBTAG00000000861",0.796870430771627,-3.11531623501317,2.05324292607419,-1.03023183869318,0.302901187106185,1,"OPHN1","oligophrenin 1",NA,NA
"ENSBTAG00000035915",1.35973541513612,2.7491659324005,1.7369746816568,1.00701866922555,0.313925802703376,1,"LOC112442094","small nucleolar RNA SNORA49",NA,NA
"ENSBTAG00000025242",1.36009252675858,2.71406981386833,1.71982921890445,0.996651176190741,0.318933856114611,1,"ASIP","agouti signaling protein","GO:0006091","BP"
"ENSBTAG00000046608",1.81315371206574,-4.29577989190018,3.31807572738297,-0.993280492274848,0.320573281495826,1,"TJAP1","tight junction associated protein 1",NA,NA
"ENSBTAG00000008426",1.33660030056843,-2.70410351526553,1.74316197803821,-0.977593325654888,0.328275499696594,1,"LRRK2","leucine rich repeat kinase 2",NA,NA
"ENSBTAG00000032799",1.33660030056843,-2.70410351526553,1.74316197803821,-0.977593325654888,0.328275499696594,1,"CAMK1G","calcium/calmodulin dependent protein kinase IG",NA,NA
"ENSBTAG00000052787",7.70810124460415,-1.66935857301037,0.685138869940978,-0.976967739500807,0.328585123828375,1,NA,NA,NA,NA
"ENSBTAG00000014288",0.788174386909272,3.1313143284078,2.1830793230818,0.976288083476085,0.328921723542316,1,NA,NA,NA,NA
"ENSBTAG00000021428",0.784396715515269,3.13036589234944,2.18605927358661,0.974523389228237,0.329796731682583,1,"LOC112449449","small nucleolar RNA SNORD62",NA,NA
"ENSBTAG00000054625",1.40539907723144,-2.71743444389517,1.79631049446525,-0.956089968402953,0.339026782517584,1,"SPAG5","sperm associated antigen 5",NA,NA
"ENSBTAG00000026344",9.22310007094725,1.62462833080708,0.655433978283281,0.952999617815222,0.340590264344107,1,"PTGR1","prostaglandin reductase 1","GO:0005737","BP"
"ENSBTAG00000039499",4.837559911077,4.72559405931284,3.91637000901119,0.951287557289174,0.341458421575456,1,"PIGN","phosphatidylinositol glycan anchor biosynthesis class N",NA,NA
"ENSBTAG00000007354",19.8232559713375,-1.49075647335428,0.516855785380938,-0.949503686008999,0.342364498197148,1,"INSYN2A","inhibitory synaptic factor 2A",NA,NA
"ENSBTAG00000016202",3.32096782807943,-2.03226150693408,1.09071406680593,-0.946408906192041,0.343940064554034,1,"ZYG11B","zyg-11 family member B, cell cycle regulator",NA,NA
"ENSBTAG00000053912",1.288931913399,-2.66367459333056,1.7600499209832,-0.945242844249099,0.344534910726275,1,"APOA2","apolipoprotein A2","GO:0006656","BP"
"ENSBTAG00000044192",1.25618270244321,2.66572852758647,1.76575198120925,0.943353622316609,0.345500056742381,1,"ATRIP","ATR interacting protein",NA,NA
"ENSBTAG00000051833",1.95985570957307,-2.34056633743055,1.46622325339984,-0.914298920251111,0.360559797801438,1,"GIN1","gypsy retrotransposon integrase 1","GO:0003676","BP"
"ENSBTAG00000044630",2.05180826206213,2.33704107470267,1.46254227319932,0.914189695028698,0.360617178003462,1,"TYW3","tRNA-yW synthesizing protein 3 homolog",NA,NA
"ENSBTAG00000018585",1.96142248762976,2.36799672507455,1.50521833596479,0.908836075397473,0.363436660832375,1,NA,NA,NA,NA
"ENSBTAG00000013429",0.711145175540526,2.93837411210325,2.13615167324871,0.907414083174779,0.364187864788169,1,NA,NA,NA,NA
"ENSBTAG00000038361",1.96404148941209,-2.34535269669324,1.49101336117177,-0.902307606174595,0.366893486192727,1,"TAF1C","TATA-box binding protein associated factor, RNA polymerase I subunit C",NA,NA
"ENSBTAG00000054450",0.75427067124848,3.0061378589025,2.22661936468064,0.900979256142524,0.367599349122939,1,"MTO1","mitochondrial tRNA translation optimization 1",NA,NA
"ENSBTAG00000020485",3.20236152967501,2.02773340525071,1.14546645398745,0.897218248228126,0.369602469664025,1,NA,NA,NA,NA
"ENSBTAG00000050202",2.601479046874,-2.12476049138509,1.25708569182599,-0.894736531247378,0.370927945487269,1,"MED6","mediator complex subunit 6","GO:0003712","MF"
"ENSBTAG00000044607",1.26540448249037,2.60536731565981,1.80369321463275,0.890044550057628,0.373441965181139,1,NA,NA,NA,NA
"ENSBTAG00000015032",1.32618881109779,2.62176445290379,1.83891104660495,0.881915661933696,0.377822416821286,1,"ADAM20","ADAM metallopeptidase domain 20",NA,NA
"ENSBTAG00000029983",2.04702241453236,-2.2882833174746,1.46277035262983,-0.880714676202229,0.378472271236876,1,"GAB2","GRB2 associated binding protein 2",NA,NA
"ENSBTAG00000013720",0.72426111697851,2.9627350504004,2.23009605285568,0.88011233771168,0.378798456083966,1,"C14H8orf33","chromosome 14 C8orf33 homolog",NA,NA
"ENSBTAG00000035836",0.69553556518843,-2.883934273442,2.14862361989549,-0.876809812569052,0.380589948427412,1,"COPG1","COPI coat complex subunit gamma 1","GO:0000139","BP"
"ENSBTAG00000011545",0.69553556518843,-2.883934273442,2.14862361989549,-0.876809812569052,0.380589948427412,1,"FAM131A","family with sequence similarity 131 member A",NA,NA
"ENSBTAG00000003832",0.69553556518843,-2.883934273442,2.14862361989549,-0.876809812569052,0.380589948427412,1,"MIS18A","MIS18 kinetochore protein A","GO:0005654","BP"
"ENSBTAG00000006251",0.69553556518843,-2.883934273442,2.14862361989549,-0.876809812569052,0.380589948427412,1,"JDP2","Jun dimerization protein 2",NA,NA
"ENSBTAG00000052144",0.69553556518843,-2.883934273442,2.14862361989549,-0.876809812569052,0.380589948427412,1,NA,NA,NA,NA
"ENSBTAG00000020385",0.739018172518844,-2.95400607167333,2.23970791790799,-0.872437899625088,0.382969532405513,1,"INPPL1","inositol polyphosphate phosphatase like 1",NA,NA
"ENSBTAG00000038174",0.668019679832572,2.8746770458846,2.16989551524154,0.863948071562293,0.387616417514523,1,"HLCS","holocarboxylase synthetase",NA,NA
"ENSBTAG00000017276",0.668019679832572,2.8746770458846,2.16989551524154,0.863948071562293,0.387616417514523,1,"MC1R","melanocortin 1 receptor","GO:0010739","BP"
"ENSBTAG00000013841",0.668019679832572,2.8746770458846,2.16989551524154,0.863948071562293,0.387616417514523,1,"HRC","histidine rich calcium binding protein",NA,NA
"ENSBTAG00000025622",1.25228854105239,2.59590000180355,1.86076579516522,0.857657640714451,0.391081536625016,1,"AURKAIP1","aurora kinase A interacting protein 1",NA,NA
"ENSBTAG00000050145",0.698029234102543,2.91978121489057,2.25253028366379,0.85227764919014,0.394060008229986,1,"HOXC6","homeobox C6",NA,NA
"ENSBTAG00000010856",0.698029234102543,2.91978121489057,2.25253028366379,0.85227764919014,0.394060008229986,1,"COMTD1","catechol-O-methyltransferase domain containing 1",NA,NA
"ENSBTAG00000031071",1.23958070805942,2.58172474258798,1.85601221468684,0.852216774260217,0.394093788179695,1,"SYNE2","spectrin repeat containing nuclear envelope protein 2",NA,NA
"ENSBTAG00000007846",0.654903738394589,2.85283198308133,2.18088576897975,0.849577730954755,0.395559897200999,1,"CLDN1","claudin 1","GO:0001618","BP"
"ENSBTAG00000000707",1.90931583350028,2.25337775938611,1.48068604756016,0.846484480252514,0.397282528079082,1,"ACOT7","acyl-CoA thioesterase 7",NA,NA
"ENSBTAG00000045727",1.16603754963648,2.51092891127657,1.78959218028678,0.844286719577887,0.398509205401794,1,"OSBPL7","oxysterol binding protein like 7",NA,NA
"ENSBTAG00000000457",0.699721345027451,-2.89366834331404,2.25201621618651,-0.840876868338327,0.400416918383167,1,"YWHAE","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon","GO:0000165","BP"
"ENSBTAG00000051763",1.84085967210804,2.25076876988826,1.48783078769691,0.840666008682604,0.400535068159945,1,"SIGMAR1","sigma non-opioid intracellular receptor 1","GO:0005637","BP"
"ENSBTAG00000040392",1.20489876909281,-2.50574135161347,1.79562312160713,-0.838562019777174,0.401715131090773,1,NA,NA,NA,NA
"ENSBTAG00000047073",1.19178282765482,-2.50593328833256,1.79968643430857,-0.836775373545077,0.402718842394755,1,"COX7A2L","cytochrome c oxidase subunit 7A2 like","GO:0002082","BP"
"ENSBTAG00000043574",208.265240401178,-1.11148905651705,0.133442666635198,-0.835482828155951,0.403445911416001,1,"CSAD","cysteine sulfinic acid decarboxylase",NA,NA
"ENSBTAG00000016841",0.652052957858015,-2.81737537336692,2.18396316826105,-0.832145614806307,0.405326757199014,1,"PPP6R3","protein phosphatase 6 regulatory subunit 3",NA,NA
"ENSBTAG00000029787",0.652052957858015,-2.81737537336692,2.18396316826105,-0.832145614806307,0.405326757199014,1,NA,NA,NA,NA
